"","Year","ST","MWh","Carbon","Carbon Intensity"
"347",1996,"SC",78768552,30402594,0.39
"348",1996,"SD",10066274,2660598,0.26
"349",1996,"TN",92122368,58496980,0.63
"350",1996,"TX",328948933,232746095,0.71
"351",1996,"UT",32951861,29946785,0.91
"352",1996,"VA",66895127,39617782,0.59
"353",1996,"VT",5350119,8541,0
"354",1996,"WA",118658132,12061069,0.1
"355",1996,"WI",54417737,46023168,0.85
"356",1996,"WV",87244388,79310838,0.91
"357",1996,"WY",41471996,42436336,1.02
"358",1997,"AK",6154847,4502336,0.73
"359",1997,"AL",119542332,72920310,0.61
"360",1997,"AR",45193600,26629702,0.59
"361",1997,"AZ",78825200,36339950,0.46
"362",1997,"CA",172797595,50126323,0.29
"363",1997,"CO",37642561,34811959,0.92
"364",1997,"CT",17674298,14495967,0.82
"365",1997,"DC",70661,90820,1.29
"366",1997,"DE",7222635,6897554,0.95
"367",1997,"FL",168246993,115260155,0.69
"368",1997,"GA",107625958,74925269,0.7
"369",1997,"HI",10312247,8460367,0.82
"370",1997,"IA",35418940,35830609,1.01
"371",1997,"ID",15589010,852311,0.05
"372",1997,"IL",135140769,86148207,0.64
"373",1997,"IN",114728907,113669751,0.99
"374",1997,"KS",37917485,31203960,0.82
"375",1997,"KY",91572095,83103998,0.91
"376",1997,"LA",82821643,51856024,0.63
"377",1997,"MA",44965328,28996512,0.64
"378",1997,"MD",46707396,29230920,0.63
"379",1997,"ME",10333406,4732042,0.46
"380",1997,"MI",106970759,77408652,0.72
"381",1997,"MN",43240295,35237089,0.81
"382",1997,"MO",71374185,62573713,0.88
"383",1997,"MS",33678952,19770752,0.59
"384",1997,"MT",28586946,16370946,0.57
"385",1997,"NC",115494689,71155709,0.62
"386",1997,"ND",29852603,29672448,0.99
"387",1997,"NE",28449267,18388633,0.65
"388",1997,"NH",15880223,5313607,0.33
"389",1997,"NJ",41756261,19979121,0.48
"390",1997,"NM",31462357,30364014,0.97
"391",1997,"NV",27031522,19340577,0.72
"392",1997,"NY",140831648,58620131,0.42
"393",1997,"OH",142811248,121388295,0.85
"394",1997,"OK",52863977,45212194,0.86
"395",1997,"OR",52412854,3384659,0.06
"396",1997,"PA",193463198,117543580,0.61
"397",1997,"RI",7709553,3578219,0.46
"398",1997,"SC",80828058,31462282,0.39
"399",1997,"SD",12449501,3560152,0.29
"400",1997,"TN",96814073,62082149,0.64
"401",1997,"TX",336319510,239510695,0.71
"402",1997,"UT",34712212,30957857,0.89
"403",1997,"VA",68515334,40041132,0.58
"404",1997,"VT",5680538,17372,0
"405",1997,"WA",122126167,10225661,0.08
"406",1997,"WI",51414008,49632034,0.97
"407",1997,"WV",91528877,83367934,0.91
"408",1997,"WY",41409562,42076867,1.02
"409",1998,"AK",5828845,4301746,0.74
"410",1998,"AL",119862125,75377982,0.63
"411",1998,"AR",45665301,28319158,0.62
"412",1998,"AZ",82095072,38697165,0.47
"413",1998,"CA",189600706,53189522,0.28
"414",1998,"CO",38881563,36186835,0.93
"415",1998,"CT",19691492,13336399,0.68
"416",1998,"DC",243975,262858,1.08
"417",1998,"DE",6898585,6651240,0.96
"418",1998,"FL",189628996,126257415,0.67
"419",1998,"GA",115323706,77202255,0.67
"420",1998,"HI",10228082,8362928,0.82
"421",1998,"IA",38448789,39428679,1.03
"422",1998,"ID",13908673,934713,0.07
"423",1998,"IL",138464562,86386051,0.62
"424",1998,"IN",117471525,115168011,0.98
"425",1998,"KS",41585228,31844215,0.77
"426",1998,"KY",90933028,83251478,0.92
"427",1998,"LA",89648611,56497278,0.63
"428",1998,"MA",45683616,29681388,0.65
"429",1998,"MD",50653017,32352997,0.64
"430",1998,"ME",11003317,5589761,0.51
"431",1998,"MI",100477394,82134639,0.82
"432",1998,"MN",48017905,36308466,0.76
